Native Domain,Extension,TLD Type,Country,Registration Date,Last Change,Expiration Date,Registered,Registrar,Domain Lock,Domain Status,DNSSEC,Root # A Records,Root A,Root # AAAA Records,Root AAAA,Root # MX Records,Root MX,ROOT # TXT RECORDS,ROOT TXT,SPF,DMARC,WWW # A Records,WWW A,WWW CNAME,Nameservers,SSL Root Active,SSL Root Provider,SSL Root Expires,SSL Root Other Names,SSL WWW Active,SSL WWW Provider,SSL WWW Expires,SSL WWW Other Names,Root HTTP Code,Has Root URLF?,Root URLF Type,Root resolves to,Root Page Title,WWW HTTP Code,Has WWW URLF?,WWW URLF Type,WWW resolves to,WWW Page Title,Registrant Email,Registrant Name,Registrant Org,Registrant Address,Registrant City,Registrant Province,Registrant Postal,Registrant Country,Registrant Phone,Admin Email,Admin Name,Admin Org,Tech Email,Tech Name,Tech Org
findlaytimes.com,com,core,gTLD,2019-06-30T20:46:06+00:00,2019-08-27T11:46:46+00:00,2020-06-30T20:46:06+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.218.216.245,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.218.216.245,findlaytimes.com.,"ns-1355.awsdns-41.org.,ns-1845.awsdns-38.co.uk.,ns-80.awsdns-10.com.,ns-963.awsdns-56.net.",TRUE,Sectigo Limited,2021-01-18T23:59:59+00:00,"findlaytimes.com,www.findlaytimes.com",TRUE,Sectigo Limited,2021-01-18T23:59:59+00:00,"findlaytimes.com,www.findlaytimes.com",200,TRUE,301,https://findlaytimes.com/,Findlay Times,200,TRUE,301,https://findlaytimes.com/,Findlay Times,findlaytimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,findlaytimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",findlaytimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
firststatetimes.com,com,core,gTLD,2019-07-08T18:24:50+00:00,2019-08-27T11:46:57+00:00,2020-07-08T18:24:50+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.212.144.110,firststatetimes.com.,"ns-1471.awsdns-55.org.,ns-1907.awsdns-46.co.uk.,ns-336.awsdns-42.com.,ns-653.awsdns-17.net.",TRUE,Sectigo Limited,2020-09-02T23:59:59+00:00,"firststatetimes.com,www.firststatetimes.com",TRUE,Sectigo Limited,2020-09-02T23:59:59+00:00,"firststatetimes.com,www.firststatetimes.com",200,TRUE,301,https://firststatetimes.com/,First State Times,200,TRUE,301,https://firststatetimes.com/,First State Times,firststatetimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,firststatetimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",firststatetimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
flarecord.com,com,core,gTLD,2015-03-20T20:17:09+00:00,2019-03-21T20:49:00+00:00,2020-03-20T20:17:09+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,52.7.148.177,,,2,"10 mx.zoho.com.,20 mx2.zoho.com.",2,"facebook-domain-verification=5b8almfgxt27bad83pv8d892ff9v1r,v=spf1 include:zoho.com ~all",v=spf1 include:zoho.com ~all,,1,52.7.148.177,flarecord.com.,"ns-1168.awsdns-18.org.,ns-1795.awsdns-32.co.uk.,ns-427.awsdns-53.com.,ns-526.awsdns-01.net.",TRUE,Sectigo Limited,2020-10-12T23:59:59+00:00,"flarecord.com,www.flarecord.com",TRUE,Sectigo Limited,2020-10-12T23:59:59+00:00,"flarecord.com,www.flarecord.com",200,TRUE,301,https://flarecord.com/,Florida Record,200,TRUE,301,https://flarecord.com/,Florida Record,,,,,,,,,,,,,,,
flbusinessdaily.com,com,core,gTLD,2015-06-08T18:43:20+00:00,2019-06-09T16:36:00+00:00,2020-06-08T18:43:20+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,34.234.42.207,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",1,v=spf1 include:_spf.google.com ~all,v=spf1 include:_spf.google.com ~all,,1,34.234.42.207,flbusinessdaily.com.,"ns-1386.awsdns-45.org.,ns-1986.awsdns-56.co.uk.,ns-62.awsdns-07.com.,ns-723.awsdns-26.net.",TRUE,Sectigo Limited,2020-10-18T23:59:59+00:00,"flbusinessdaily.com,www.flbusinessdaily.com",TRUE,Sectigo Limited,2020-10-18T23:59:59+00:00,"flbusinessdaily.com,www.flbusinessdaily.com",200,TRUE,301,https://flbusinessdaily.com/,Florida Business Daily,200,TRUE,301,https://flbusinessdaily.com/,Florida Business Daily,,,,,,,,,,,,,,,
floridaparishnews.com,com,core,gTLD,2019-09-05T20:13:32+00:00,2019-10-25T13:05:38+00:00,2020-09-05T20:13:32+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.213.234.4,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.213.234.4,floridaparishnews.com.,"ns-1183.awsdns-19.org.,ns-179.awsdns-22.com.,ns-2036.awsdns-62.co.uk.,ns-719.awsdns-25.net.",TRUE,Sectigo Limited,2021-03-04T23:59:59+00:00,"floridaparishnews.com,www.floridaparishnews.com",TRUE,Sectigo Limited,2021-03-04T23:59:59+00:00,"floridaparishnews.com,www.floridaparishnews.com",200,TRUE,301,https://floridaparishnews.com/,Florida Parish News,200,TRUE,301,https://floridaparishnews.com/,Florida Parish News,floridaparishnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,floridaparishnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",floridaparishnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
fondulacnews.com,com,core,gTLD,2019-06-30T20:46:41+00:00,2019-08-27T11:47:14+00:00,2020-06-30T20:46:41+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.218.216.245,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.218.216.245,fondulacnews.com.,"ns-1043.awsdns-02.org.,ns-1987.awsdns-56.co.uk.,ns-446.awsdns-55.com.,ns-543.awsdns-03.net.",TRUE,Sectigo Limited,2021-01-18T23:59:59+00:00,"fondulacnews.com,www.fondulacnews.com",TRUE,Sectigo Limited,2021-01-18T23:59:59+00:00,"fondulacnews.com,www.fondulacnews.com",200,TRUE,301,https://fondulacnews.com/,Fon Du Lac News,200,TRUE,301,https://fondulacnews.com/,Fon Du Lac News,fondulacnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,fondulacnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",fondulacnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
foothillsreview.com,com,core,gTLD,2019-06-30T20:46:17+00:00,2019-08-27T11:47:23+00:00,2020-06-30T20:46:17+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.212.144.110,foothillsreview.com.,"ns-112.awsdns-14.com.,ns-1527.awsdns-62.org.,ns-1768.awsdns-29.co.uk.,ns-684.awsdns-21.net.",TRUE,Sectigo Limited,2020-09-17T23:59:59+00:00,"foothillsreview.com,www.foothillsreview.com",TRUE,Sectigo Limited,2020-09-17T23:59:59+00:00,"foothillsreview.com,www.foothillsreview.com",200,TRUE,301,https://foothillsreview.com/,Foothills Review,200,TRUE,301,https://foothillsreview.com/,Foothills Review,foothillsreview.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,foothillsreview.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",foothillsreview.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
forestcountrynews.com,com,core,gTLD,2019-08-30T15:05:18+00:00,2019-10-25T15:24:56+00:00,2020-08-30T15:05:18+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.213.234.4,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.213.234.4,forestcountrynews.com.,"ns-128.awsdns-16.com.,ns-1417.awsdns-49.org.,ns-1852.awsdns-39.co.uk.,ns-860.awsdns-43.net.",TRUE,Sectigo Limited,2021-01-14T23:59:59+00:00,"forestcountrynews.com,www.forestcountrynews.com",TRUE,Sectigo Limited,2021-01-14T23:59:59+00:00,"forestcountrynews.com,www.forestcountrynews.com",200,TRUE,301,https://forestcountrynews.com/,Forest Country News,200,TRUE,301,https://forestcountrynews.com/,Forest Country News,forestcountrynews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,forestcountrynews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",forestcountrynews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
fortsmithtimes.com,com,core,gTLD,2019-09-05T20:13:31+00:00,2019-10-25T13:06:16+00:00,2020-09-05T20:13:31+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.213.234.4,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.213.234.4,fortsmithtimes.com.,"ns-1393.awsdns-46.org.,ns-1956.awsdns-52.co.uk.,ns-278.awsdns-34.com.,ns-838.awsdns-40.net.",TRUE,Sectigo Limited,2021-03-04T23:59:59+00:00,"fortsmithtimes.com,www.fortsmithtimes.com",TRUE,Sectigo Limited,2021-03-04T23:59:59+00:00,"fortsmithtimes.com,www.fortsmithtimes.com",200,TRUE,301,https://fortsmithtimes.com/,Fort Smith Times,200,TRUE,301,https://fortsmithtimes.com/,Fort Smith Times,fortsmithtimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,fortsmithtimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",fortsmithtimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
foxcitiesnews.com,com,core,gTLD,2019-06-30T20:46:24+00:00,2019-08-27T11:47:35+00:00,2020-06-30T20:46:24+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.218.216.245,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.218.216.245,foxcitiesnews.com.,"ns-1040.awsdns-02.org.,ns-1811.awsdns-34.co.uk.,ns-289.awsdns-36.com.,ns-527.awsdns-01.net.",TRUE,Sectigo Limited,2021-01-18T23:59:59+00:00,"foxcitiesnews.com,www.foxcitiesnews.com",TRUE,Sectigo Limited,2021-01-18T23:59:59+00:00,"foxcitiesnews.com,www.foxcitiesnews.com",200,TRUE,301,https://foxcitiesnews.com/,Fox Cities News,200,TRUE,301,https://foxcitiesnews.com/,Fox Cities News,foxcitiesnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,foxcitiesnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",foxcitiesnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
fredericksburgleader.com,com,core,gTLD,2019-08-30T15:05:50+00:00,2019-10-25T13:06:35+00:00,2020-08-30T15:05:50+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.212.144.110,fredericksburgleader.com.,"ns-1436.awsdns-51.org.,ns-1763.awsdns-28.co.uk.,ns-289.awsdns-36.com.,ns-593.awsdns-10.net.",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"fredericksburgleader.com,www.fredericksburgleader.com",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"fredericksburgleader.com,www.fredericksburgleader.com",200,TRUE,301,https://fredericksburgleader.com/,Fredericksburg Leader,200,TRUE,301,https://fredericksburgleader.com/,Fredericksburg Leader,fredericksburgleader.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,fredericksburgleader.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",fredericksburgleader.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
ftwaynetimes.com,com,core,gTLD,2019-09-05T20:13:47+00:00,2019-10-25T13:06:58+00:00,2020-09-05T20:13:47+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.218.216.245,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.218.216.245,ftwaynetimes.com.,"ns-1529.awsdns-63.org.,ns-1919.awsdns-47.co.uk.,ns-280.awsdns-35.com.,ns-663.awsdns-18.net.",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"ftwaynetimes.com,www.ftwaynetimes.com",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"ftwaynetimes.com,www.ftwaynetimes.com",200,TRUE,301,https://ftwaynetimes.com/,Ft Wayne Times,200,TRUE,301,https://ftwaynetimes.com/,Ft Wayne Times,ftwaynetimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,ftwaynetimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",ftwaynetimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
ftworthtimes.com,com,core,gTLD,2019-08-30T15:05:37+00:00,2019-10-25T13:07:14+00:00,2020-08-30T15:05:37+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.213.234.4,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.213.234.4,ftworthtimes.com.,"ns-1507.awsdns-60.org.,ns-1879.awsdns-42.co.uk.,ns-357.awsdns-44.com.,ns-568.awsdns-07.net.",TRUE,Sectigo Limited,2021-01-14T23:59:59+00:00,"ftworthtimes.com,www.ftworthtimes.com",TRUE,Sectigo Limited,2021-01-14T23:59:59+00:00,"ftworthtimes.com,www.ftworthtimes.com",200,TRUE,301,https://ftworthtimes.com/,Ft Worth Times,200,TRUE,301,https://ftworthtimes.com/,Ft Worth Times,ftworthtimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,ftworthtimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",ftworthtimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
gabusinessdaily.com,com,core,gTLD,2018-02-16T20:34:31+00:00,2020-02-17T15:40:13+00:00,2021-02-16T20:34:31+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,34.234.42.207,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",1,v=spf1 include:_spf.google.com ~all,v=spf1 include:_spf.google.com ~all,,1,34.234.42.207,gabusinessdaily.com.,"ns-1238.awsdns-26.org.,ns-1805.awsdns-33.co.uk.,ns-377.awsdns-47.com.,ns-775.awsdns-32.net.",TRUE,Sectigo Limited,2020-05-15T23:59:59+00:00,"gabusinessdaily.com,www.gabusinessdaily.com",TRUE,Sectigo Limited,2020-05-15T23:59:59+00:00,"gabusinessdaily.com,www.gabusinessdaily.com",200,TRUE,301,https://gabusinessdaily.com/,Georgia Business Daily,200,TRUE,301,https://gabusinessdaily.com/,Georgia Business Daily,,,,,,,,,,,,,,,
gadsdentoday.com,com,core,gTLD,2019-09-05T20:13:41+00:00,2019-10-25T15:25:13+00:00,2020-09-05T20:13:41+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.213.234.4,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.213.234.4,gadsdentoday.com.,"ns-1114.awsdns-11.org.,ns-1932.awsdns-49.co.uk.,ns-466.awsdns-58.com.,ns-905.awsdns-49.net.",TRUE,Sectigo Limited,2021-03-04T23:59:59+00:00,"gadsdentoday.com,www.gadsdentoday.com",TRUE,Sectigo Limited,2021-03-04T23:59:59+00:00,"gadsdentoday.com,www.gadsdentoday.com",200,TRUE,301,https://gadsdentoday.com/,Gadsden Today,200,TRUE,301,https://gadsdentoday.com/,Gadsden Today,gadsdentoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,gadsdentoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",gadsdentoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
galesburgreporter.com,com,core,gTLD,2017-11-28T19:23:37+00:00,2019-06-30T20:45:59+00:00,2020-11-28T19:23:37+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,35.170.88.147,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",2,"v=spf1 include:_spf.google.com ~all,facebook-domain-verification=0ztwd73a70sai4a00wkc5wfigso58a",v=spf1 include:_spf.google.com ~all,,1,35.170.88.147,galesburgreporter.com.,"ns-1366.awsdns-42.org.,ns-1751.awsdns-26.co.uk.,ns-76.awsdns-09.com.,ns-896.awsdns-48.net.",TRUE,Sectigo Limited,2021-01-10T23:59:59+00:00,"galesburgreporter.com,www.galesburgreporter.com",TRUE,Sectigo Limited,2021-01-10T23:59:59+00:00,"galesburgreporter.com,www.galesburgreporter.com",200,TRUE,301,https://galesburgreporter.com/,Galesburg Reporter,200,TRUE,301,https://galesburgreporter.com/,Galesburg Reporter,,,,,,,,,,,,,,,
gastoniatimes.com,com,core,gTLD,2019-06-30T20:46:19+00:00,2019-08-27T11:47:56+00:00,2020-06-30T20:46:19+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.212.144.110,gastoniatimes.com.,"ns-1145.awsdns-15.org.,ns-1947.awsdns-51.co.uk.,ns-252.awsdns-31.com.,ns-595.awsdns-10.net.",TRUE,Sectigo Limited,2020-09-17T23:59:59+00:00,"gastoniatimes.com,www.gastoniatimes.com",TRUE,Sectigo Limited,2020-09-17T23:59:59+00:00,"gastoniatimes.com,www.gastoniatimes.com",200,TRUE,301,https://gastoniatimes.com/,Gastonia Times,200,TRUE,301,https://gastoniatimes.com/,Gastonia Times,gastoniatimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,gastoniatimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",gastoniatimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
gatewayreporter.com,com,core,gTLD,2019-08-30T15:05:24+00:00,2019-10-25T13:08:01+00:00,2020-08-30T15:05:24+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.212.144.110,gatewayreporter.com.,"ns-1107.awsdns-10.org.,ns-1852.awsdns-39.co.uk.,ns-189.awsdns-23.com.,ns-601.awsdns-11.net.",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"gatewayreporter.com,www.gatewayreporter.com",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"gatewayreporter.com,www.gatewayreporter.com",200,TRUE,301,https://gatewayreporter.com/,Gateway Reporter,200,TRUE,301,https://gatewayreporter.com/,Gateway Reporter,gatewayreporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,gatewayreporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",gatewayreporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
gemstatewire.com,com,core,gTLD,2019-09-04T20:54:45+00:00,2019-10-25T15:25:51+00:00,2020-09-04T20:54:45+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.219.182.20,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.219.182.20,gemstatewire.com.,"ns-1366.awsdns-42.org.,ns-2044.awsdns-63.co.uk.,ns-451.awsdns-56.com.,ns-780.awsdns-33.net.",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"gemstatewire.com,www.gemstatewire.com",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"gemstatewire.com,www.gemstatewire.com",200,TRUE,301,https://gemstatewire.com/,Gem State Wire,200,TRUE,301,https://gemstatewire.com/,Gem State Wire,gemstatewire.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,gemstatewire.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",gemstatewire.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
geneseenews.com,com,core,gTLD,2019-06-30T20:46:10+00:00,2019-08-27T11:48:17+00:00,2020-06-30T20:46:10+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.218.216.245,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.218.216.245,geneseenews.com.,"ns-1495.awsdns-58.org.,ns-1856.awsdns-40.co.uk.,ns-7.awsdns-00.com.,ns-907.awsdns-49.net.",TRUE,Sectigo Limited,2020-09-04T23:59:59+00:00,"geneseenews.com,www.geneseenews.com",TRUE,Sectigo Limited,2020-09-04T23:59:59+00:00,"geneseenews.com,www.geneseenews.com",200,TRUE,301,https://geneseenews.com/,Genesee News,200,TRUE,301,https://geneseenews.com/,Genesee News,geneseenews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,geneseenews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",geneseenews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
georgiamountainnews.com,com,core,gTLD,2019-09-05T20:13:28+00:00,2019-10-25T13:08:38+00:00,2020-09-05T20:13:28+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.212.144.110,georgiamountainnews.com.,"ns-1113.awsdns-11.org.,ns-1725.awsdns-23.co.uk.,ns-340.awsdns-42.com.,ns-827.awsdns-39.net.",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"georgiamountainnews.com,www.georgiamountainnews.com",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"georgiamountainnews.com,www.georgiamountainnews.com",200,TRUE,301,https://georgiamountainnews.com/,Georgia Mountain News,200,TRUE,301,https://georgiamountainnews.com/,Georgia Mountain News,georgiamountainnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,georgiamountainnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",georgiamountainnews.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
